source,type,action,target,weight
1626948759228669952,Tweet-Directed,quote,,1
1626948759228669952,Tweet-Directed,retweet,1626947799035019266,1
1626948759228669952,Tweet-Directed,reply,,1
1626853387609292802,Tweet-Directed,quote,,1
1626853387609292802,Tweet-Directed,retweet,1626706305225203712,1
1626853387609292802,Tweet-Directed,reply,,1
1627433858567217154,Tweet-Directed,quote,,1
1627433858567217154,Tweet-Directed,retweet,1627396593455620096,1
1627433858567217154,Tweet-Directed,reply,,1
1627331386481713163,Tweet-Directed,quote,,1
1627331386481713163,Tweet-Directed,retweet,1627318451059449857,1
1627331386481713163,Tweet-Directed,reply,,1
1628817735210659848,Tweet-Directed,quote,,1
1628817735210659848,Tweet-Directed,retweet,1628812802738593792,1
1628817735210659848,Tweet-Directed,reply,,1
1629705554141618179,Tweet-Directed,quote,,1
1629705554141618179,Tweet-Directed,retweet,1629703947257622530,1
1629705554141618179,Tweet-Directed,reply,,1
1630608410017251336,Tweet-Directed,quote,,1
1630608410017251336,Tweet-Directed,retweet,1628257051318095872,1
1630608410017251336,Tweet-Directed,reply,,1
1629348725364760578,Tweet-Directed,quote,1628439800142233602,1
1629348725364760578,Tweet-Directed,retweet,1628604368697040897,1
1629348725364760578,Tweet-Directed,reply,,1
1626983228727861251,Tweet-Directed,quote,1626929864954478592,1
1626983228727861251,Tweet-Directed,retweet,1626942578661662721,1
1626983228727861251,Tweet-Directed,reply,,1
1630328806299803650,Tweet-Directed,quote,,1
1630328806299803650,Tweet-Directed,retweet,1630323787232051201,1
1630328806299803650,Tweet-Directed,reply,,1
1628371693419827203,Tweet-Directed,quote,,1
1628371693419827203,Tweet-Directed,retweet,1628316315319693312,1
1628371693419827203,Tweet-Directed,reply,,1
1630629952314908672,Tweet-Directed,quote,,1
1630629952314908672,Tweet-Directed,retweet,1629964547703336963,1
1630629952314908672,Tweet-Directed,reply,,1
1627341282912751618,Tweet-Directed,quote,,1
1627341282912751618,Tweet-Directed,retweet,1627228325398691840,1
1627341282912751618,Tweet-Directed,reply,,1
1629488703922995207,Tweet-Directed,quote,,1
1629488703922995207,Tweet-Directed,retweet,1629452128920928257,1
1629488703922995207,Tweet-Directed,reply,,1
1627943288165507072,Tweet-Directed,quote,,1
1627943288165507072,Tweet-Directed,retweet,1627942940562579458,1
1627943288165507072,Tweet-Directed,reply,,1
1627783239636066306,Tweet-Directed,quote,,1
1627783239636066306,Tweet-Directed,retweet,1627772829788786709,1
1627783239636066306,Tweet-Directed,reply,,1
1629907740947521536,Tweet-Directed,quote,,1
1629907740947521536,Tweet-Directed,retweet,1629756000361234432,1
1629907740947521536,Tweet-Directed,reply,,1
1629425281428598784,Tweet-Directed,quote,,1
1629425281428598784,Tweet-Directed,retweet,1629418087714783232,1
1629425281428598784,Tweet-Directed,reply,,1
1628416892313522176,Tweet-Directed,quote,,1
1628416892313522176,Tweet-Directed,retweet,1628416067356835842,1
1628416892313522176,Tweet-Directed,reply,,1
1627467002695540742,Tweet-Directed,quote,,1
1627467002695540742,Tweet-Directed,retweet,1623991311987507200,1
1627467002695540742,Tweet-Directed,reply,,1
1630144144910827522,Tweet-Directed,quote,,1
1630144144910827522,Tweet-Directed,retweet,1630118730653917184,1
1630144144910827522,Tweet-Directed,reply,,1
1627094286939598851,Tweet-Directed,quote,,1
1627094286939598851,Tweet-Directed,retweet,1626917591871619075,1
1627094286939598851,Tweet-Directed,reply,,1
1626988050311004165,Tweet-Directed,quote,,1
1626988050311004165,Tweet-Directed,retweet,1626987880596791296,1
1626988050311004165,Tweet-Directed,reply,,1
1628902338311122945,Tweet-Directed,quote,,1
1628902338311122945,Tweet-Directed,retweet,1628812802738593792,1
1628902338311122945,Tweet-Directed,reply,,1
1629396014548283394,Tweet-Directed,quote,,1
1629396014548283394,Tweet-Directed,retweet,1629395744070172673,1
1629396014548283394,Tweet-Directed,reply,,1
1628335137824833537,Tweet-Directed,quote,,1
1628335137824833537,Tweet-Directed,retweet,1628334893502545922,1
1628335137824833537,Tweet-Directed,reply,,1
1628368158426816513,Tweet-Directed,quote,1627310458255380485,1
1628368158426816513,Tweet-Directed,retweet,1627693304283336705,1
1628368158426816513,Tweet-Directed,reply,,1
1628496966433837057,Tweet-Directed,quote,,1
1628496966433837057,Tweet-Directed,retweet,1628487600729165824,1
1628496966433837057,Tweet-Directed,reply,,1
1630266867741782019,Tweet-Directed,quote,,1
1630266867741782019,Tweet-Directed,retweet,1630253942440329223,1
1630266867741782019,Tweet-Directed,reply,,1
1628320800011964416,Tweet-Directed,quote,,1
1628320800011964416,Tweet-Directed,retweet,1628133356687790114,1
1628320800011964416,Tweet-Directed,reply,,1
1628762762003324928,Tweet-Directed,quote,,1
1628762762003324928,Tweet-Directed,retweet,1628455076174995456,1
1628762762003324928,Tweet-Directed,reply,,1
1629614127017590784,Tweet-Directed,quote,,1
1629614127017590784,Tweet-Directed,retweet,1629491530946732032,1
1629614127017590784,Tweet-Directed,reply,,1
1627281650571702274,Tweet-Directed,quote,,1
1627281650571702274,Tweet-Directed,retweet,,1
1627281650571702274,Tweet-Directed,reply,1627280959719583746,1
1630563459896098816,Tweet-Directed,quote,1630214738557714433,1
1630563459896098816,Tweet-Directed,retweet,1630301467507556353,1
1630563459896098816,Tweet-Directed,reply,,1
1629772407564038146,Tweet-Directed,quote,1629745175558860803,1
1629772407564038146,Tweet-Directed,retweet,1629771143073902592,1
1629772407564038146,Tweet-Directed,reply,,1
1629599205038645250,Tweet-Directed,quote,,1
1629599205038645250,Tweet-Directed,retweet,1629581001461465093,1
1629599205038645250,Tweet-Directed,reply,,1
1629025245649567745,Tweet-Directed,quote,,1
1629025245649567745,Tweet-Directed,retweet,1628862609867911172,1
1629025245649567745,Tweet-Directed,reply,,1
1628808176555393026,Tweet-Directed,quote,,1
1628808176555393026,Tweet-Directed,retweet,1628757171688075264,1
1628808176555393026,Tweet-Directed,reply,,1
1628437049396035584,Tweet-Directed,quote,,1
1628437049396035584,Tweet-Directed,retweet,,1
1628437049396035584,Tweet-Directed,reply,1628357951718150146,1
1627640455058931712,Tweet-Directed,quote,,1
1627640455058931712,Tweet-Directed,retweet,1627632836588015616,1
1627640455058931712,Tweet-Directed,reply,,1
1629143635043180544,Tweet-Directed,quote,,1
1629143635043180544,Tweet-Directed,retweet,1629113317137731584,1
1629143635043180544,Tweet-Directed,reply,,1
1628070932374859776,Tweet-Directed,quote,,1
1628070932374859776,Tweet-Directed,retweet,1627918567940169729,1
1628070932374859776,Tweet-Directed,reply,,1
1629661850466934789,Tweet-Directed,quote,,1
1629661850466934789,Tweet-Directed,retweet,1629575244900974595,1
1629661850466934789,Tweet-Directed,reply,,1
1628749976149843968,Tweet-Directed,quote,,1
1628749976149843968,Tweet-Directed,retweet,1628745451573858307,1
1628749976149843968,Tweet-Directed,reply,,1
1627301387934605313,Tweet-Directed,quote,,1
1627301387934605313,Tweet-Directed,retweet,1627263535196635137,1
1627301387934605313,Tweet-Directed,reply,,1
1628804152087220229,Tweet-Directed,quote,,1
1628804152087220229,Tweet-Directed,retweet,1628794918188552192,1
1628804152087220229,Tweet-Directed,reply,,1
1629219287746375683,Tweet-Directed,quote,1629216281114050562,1
1629219287746375683,Tweet-Directed,retweet,,1
1629219287746375683,Tweet-Directed,reply,,1
1629891088038199296,Tweet-Directed,quote,,1
1629891088038199296,Tweet-Directed,retweet,1629874744639078402,1
1629891088038199296,Tweet-Directed,reply,,1
1628294163073581058,Tweet-Directed,quote,,1
1628294163073581058,Tweet-Directed,retweet,1628163508369063943,1
1628294163073581058,Tweet-Directed,reply,,1
1627640069052895233,Tweet-Directed,quote,,1
1627640069052895233,Tweet-Directed,retweet,1627639931219722240,1
1627640069052895233,Tweet-Directed,reply,,1
1628805308142309376,Tweet-Directed,quote,1628704914439303170,1
1628805308142309376,Tweet-Directed,retweet,1628738063919722496,1
1628805308142309376,Tweet-Directed,reply,,1
1629809601871859712,Tweet-Directed,quote,,1
1629809601871859712,Tweet-Directed,retweet,1629760157839245313,1
1629809601871859712,Tweet-Directed,reply,,1
1627422339771006977,Tweet-Directed,quote,,1
1627422339771006977,Tweet-Directed,retweet,,1
1627422339771006977,Tweet-Directed,reply,1625498437709070336,1
1627053660130938882,Tweet-Directed,quote,,1
1627053660130938882,Tweet-Directed,retweet,1626966996716777474,1
1627053660130938882,Tweet-Directed,reply,,1
1629924339750412291,Tweet-Directed,quote,,1
1629924339750412291,Tweet-Directed,retweet,1629919117447684096,1
1629924339750412291,Tweet-Directed,reply,,1
1629177874707099648,Tweet-Directed,quote,,1
1629177874707099648,Tweet-Directed,retweet,1629017342658113537,1
1629177874707099648,Tweet-Directed,reply,,1
1629557657999749122,Tweet-Directed,quote,,1
1629557657999749122,Tweet-Directed,retweet,1629501806756732928,1
1629557657999749122,Tweet-Directed,reply,,1
1627693759554113536,Tweet-Directed,quote,,1
1627693759554113536,Tweet-Directed,retweet,1627613258927468544,1
1627693759554113536,Tweet-Directed,reply,,1
1628126015368179713,Tweet-Directed,quote,,1
1628126015368179713,Tweet-Directed,retweet,1628006878448844801,1
1628126015368179713,Tweet-Directed,reply,,1
1629572832001773572,Tweet-Directed,quote,,1
1629572832001773572,Tweet-Directed,retweet,1629572590816706563,1
1629572832001773572,Tweet-Directed,reply,,1
1626989520196456448,Tweet-Directed,quote,,1
1626989520196456448,Tweet-Directed,retweet,1626902321216077824,1
1626989520196456448,Tweet-Directed,reply,,1
1629253689037791235,Tweet-Directed,quote,,1
1629253689037791235,Tweet-Directed,retweet,1629163547086188546,1
1629253689037791235,Tweet-Directed,reply,,1
1627713736952643605,Tweet-Directed,quote,,1
1627713736952643605,Tweet-Directed,retweet,1627696061157351424,1
1627713736952643605,Tweet-Directed,reply,,1
1627385463030919171,Tweet-Directed,quote,1627225152059473922,1
1627385463030919171,Tweet-Directed,retweet,1627297788659699715,1
1627385463030919171,Tweet-Directed,reply,,1
1628326312585662465,Tweet-Directed,quote,,1
1628326312585662465,Tweet-Directed,retweet,1628324698416095232,1
1628326312585662465,Tweet-Directed,reply,,1
1627190574548762624,Tweet-Directed,quote,,1
1627190574548762624,Tweet-Directed,retweet,1627185318368624642,1
1627190574548762624,Tweet-Directed,reply,,1
1629611069650944003,Tweet-Directed,quote,,1
1629611069650944003,Tweet-Directed,retweet,1629591482742067200,1
1629611069650944003,Tweet-Directed,reply,,1
1629627989217386497,Tweet-Directed,quote,,1
1629627989217386497,Tweet-Directed,retweet,1629572061763977216,1
1629627989217386497,Tweet-Directed,reply,,1
1629234729231736832,Tweet-Directed,quote,,1
1629234729231736832,Tweet-Directed,retweet,,1
1629234729231736832,Tweet-Directed,reply,1629171128206782466,1
1628444186016874499,Tweet-Directed,quote,,1
1628444186016874499,Tweet-Directed,retweet,1628029786143526913,1
1628444186016874499,Tweet-Directed,reply,,1
1629228413767622659,Tweet-Directed,quote,,1
1629228413767622659,Tweet-Directed,retweet,1629226721420496896,1
1629228413767622659,Tweet-Directed,reply,,1
1629410653524959232,Tweet-Directed,quote,,1
1629410653524959232,Tweet-Directed,retweet,1629353391234088960,1
1629410653524959232,Tweet-Directed,reply,,1
1628682953306914818,Tweet-Directed,quote,1628393049674981376,1
1628682953306914818,Tweet-Directed,retweet,1628664645048496128,1
1628682953306914818,Tweet-Directed,reply,,1
1627631432230117377,Tweet-Directed,quote,,1
1627631432230117377,Tweet-Directed,retweet,1627351025408520194,1
1627631432230117377,Tweet-Directed,reply,,1
1628812643279437825,Tweet-Directed,quote,,1
1628812643279437825,Tweet-Directed,retweet,1628790986338861058,1
1628812643279437825,Tweet-Directed,reply,,1
1628226536259084289,Tweet-Directed,quote,,1
1628226536259084289,Tweet-Directed,retweet,1627934832079605761,1
1628226536259084289,Tweet-Directed,reply,,1
1629021767334338561,Tweet-Directed,quote,,1
1629021767334338561,Tweet-Directed,retweet,1628687299910201344,1
1629021767334338561,Tweet-Directed,reply,,1
1629629845020835840,Tweet-Directed,quote,,1
1629629845020835840,Tweet-Directed,retweet,1629581440546480129,1
1629629845020835840,Tweet-Directed,reply,,1
1629449848108769280,Tweet-Directed,quote,,1
1629449848108769280,Tweet-Directed,retweet,1629446175588794370,1
1629449848108769280,Tweet-Directed,reply,,1
1629119166601912322,Tweet-Directed,quote,,1
1629119166601912322,Tweet-Directed,retweet,1628703932510871553,1
1629119166601912322,Tweet-Directed,reply,,1
1628037331901882368,Tweet-Directed,quote,1596569914164514816,1
1628037331901882368,Tweet-Directed,retweet,,1
1628037331901882368,Tweet-Directed,reply,1627741091096104960,1
1629861521701445632,Tweet-Directed,quote,,1
1629861521701445632,Tweet-Directed,retweet,1629711875196715008,1
1629861521701445632,Tweet-Directed,reply,,1
1626801072432902146,Tweet-Directed,quote,,1
1626801072432902146,Tweet-Directed,retweet,1626681786544553985,1
1626801072432902146,Tweet-Directed,reply,,1
1628064907995348992,Tweet-Directed,quote,,1
1628064907995348992,Tweet-Directed,retweet,1628038262475325441,1
1628064907995348992,Tweet-Directed,reply,,1
1629510257671036931,Tweet-Directed,quote,,1
1629510257671036931,Tweet-Directed,retweet,1629507675808575490,1
1629510257671036931,Tweet-Directed,reply,,1
1630180998305533955,Tweet-Directed,quote,,1
1630180998305533955,Tweet-Directed,retweet,1630085353972420609,1
1630180998305533955,Tweet-Directed,reply,,1
1626837236330233856,Tweet-Directed,quote,,1
1626837236330233856,Tweet-Directed,retweet,1626492831769538560,1
1626837236330233856,Tweet-Directed,reply,,1
1627613089792245760,Tweet-Directed,quote,,1
1627613089792245760,Tweet-Directed,retweet,1627297917194084352,1
1627613089792245760,Tweet-Directed,reply,,1
1627559064250232832,Tweet-Directed,quote,,1
1627559064250232832,Tweet-Directed,retweet,,1
1627559064250232832,Tweet-Directed,reply,,1
1627571612655443970,Tweet-Directed,quote,1627422360964849672,1
1627571612655443970,Tweet-Directed,retweet,1627504812290936835,1
1627571612655443970,Tweet-Directed,reply,,1
1627242191717269505,Tweet-Directed,quote,1626928432612274181,1
1627242191717269505,Tweet-Directed,retweet,1627080900231172096,1
1627242191717269505,Tweet-Directed,reply,,1
1628663794758037506,Tweet-Directed,quote,,1
1628663794758037506,Tweet-Directed,retweet,1628660798347149315,1
1628663794758037506,Tweet-Directed,reply,,1
1628015069844889602,Tweet-Directed,quote,1628006500974075905,1
1628015069844889602,Tweet-Directed,retweet,1628008648273195008,1
1628015069844889602,Tweet-Directed,reply,,1
1627308953460944897,Tweet-Directed,quote,,1
1627308953460944897,Tweet-Directed,retweet,1627062758520004611,1
1627308953460944897,Tweet-Directed,reply,,1
1629586858261860357,Tweet-Directed,quote,,1
1629586858261860357,Tweet-Directed,retweet,1629582010376224768,1
1629586858261860357,Tweet-Directed,reply,,1
1629843194342002688,Tweet-Directed,quote,,1
1629843194342002688,Tweet-Directed,retweet,1629794769902632962,1
1629843194342002688,Tweet-Directed,reply,,1
1630452835350466562,Tweet-Directed,quote,,1
1630452835350466562,Tweet-Directed,retweet,1630231766458875907,1
1630452835350466562,Tweet-Directed,reply,,1
1629616833069457414,Tweet-Directed,quote,1629570604859793418,1
1629616833069457414,Tweet-Directed,retweet,,1
1629616833069457414,Tweet-Directed,reply,,1
1628034078250307584,Tweet-Directed,quote,,1
1628034078250307584,Tweet-Directed,retweet,1627934716614541314,1
1628034078250307584,Tweet-Directed,reply,,1
1630601951661506571,Tweet-Directed,quote,,1
1630601951661506571,Tweet-Directed,retweet,1630533845622697987,1
1630601951661506571,Tweet-Directed,reply,,1
1627043433532588033,Tweet-Directed,quote,1626883759365582849,1
1627043433532588033,Tweet-Directed,retweet,1626998995317923842,1
1627043433532588033,Tweet-Directed,reply,,1
1627906242399150083,Tweet-Directed,quote,,1
1627906242399150083,Tweet-Directed,retweet,1627807403725971457,1
1627906242399150083,Tweet-Directed,reply,,1
1626936118905081857,Tweet-Directed,quote,,1
1626936118905081857,Tweet-Directed,retweet,,1
1626936118905081857,Tweet-Directed,reply,1626444290749505536,1
1628789604642955264,Tweet-Directed,quote,,1
1628789604642955264,Tweet-Directed,retweet,1628770853520347138,1
1628789604642955264,Tweet-Directed,reply,,1
1627435878892158976,Tweet-Directed,quote,1627370185152770050,1
1627435878892158976,Tweet-Directed,retweet,,1
1627435878892158976,Tweet-Directed,reply,,1
1627691225552678913,Tweet-Directed,quote,,1
1627691225552678913,Tweet-Directed,retweet,,1
1627691225552678913,Tweet-Directed,reply,1627690847591432192,1
1629927623512973313,Tweet-Directed,quote,,1
1629927623512973313,Tweet-Directed,retweet,1629794769902632962,1
1629927623512973313,Tweet-Directed,reply,,1
1627867079196958720,Tweet-Directed,quote,,1
1627867079196958720,Tweet-Directed,retweet,1627798242879578112,1
1627867079196958720,Tweet-Directed,reply,,1
1630624991497601025,Tweet-Directed,quote,,1
1630624991497601025,Tweet-Directed,retweet,,1
1630624991497601025,Tweet-Directed,reply,,1
1628985684236161027,Tweet-Directed,quote,1628439800142233602,1
1628985684236161027,Tweet-Directed,retweet,1628604368697040897,1
1628985684236161027,Tweet-Directed,reply,,1
1626910343933960194,Tweet-Directed,quote,,1
1626910343933960194,Tweet-Directed,retweet,,1
1626910343933960194,Tweet-Directed,reply,1626906814867447810,1
1627357525996699652,Tweet-Directed,quote,,1
1627357525996699652,Tweet-Directed,retweet,1627347115260215297,1
1627357525996699652,Tweet-Directed,reply,,1
1627410728872288261,Tweet-Directed,quote,,1
1627410728872288261,Tweet-Directed,retweet,1627398698316472321,1
1627410728872288261,Tweet-Directed,reply,,1
1627423711119695872,Tweet-Directed,quote,,1
1627423711119695872,Tweet-Directed,retweet,1627139551922688001,1
1627423711119695872,Tweet-Directed,reply,,1
1630315721681977344,Tweet-Directed,quote,,1
1630315721681977344,Tweet-Directed,retweet,1630265573253738496,1
1630315721681977344,Tweet-Directed,reply,,1
1627046795762188288,Tweet-Directed,quote,,1
1627046795762188288,Tweet-Directed,retweet,1552693889420693511,1
1627046795762188288,Tweet-Directed,reply,,1
1629596794131824648,Tweet-Directed,quote,,1
1629596794131824648,Tweet-Directed,retweet,1629584231562182667,1
1629596794131824648,Tweet-Directed,reply,,1
1626830047947419648,Tweet-Directed,quote,,1
1626830047947419648,Tweet-Directed,retweet,1626829083785953280,1
1626830047947419648,Tweet-Directed,reply,,1
1629442473532571648,Tweet-Directed,quote,1629441993666437120,1
1629442473532571648,Tweet-Directed,retweet,,1
1629442473532571648,Tweet-Directed,reply,,1
1629575888885956608,Tweet-Directed,quote,,1
1629575888885956608,Tweet-Directed,retweet,1629574197750931457,1
1629575888885956608,Tweet-Directed,reply,,1
1630529602912133120,Tweet-Directed,quote,,1
1630529602912133120,Tweet-Directed,retweet,1630504749530324993,1
1630529602912133120,Tweet-Directed,reply,,1
1629431710361305088,Tweet-Directed,quote,,1
1629431710361305088,Tweet-Directed,retweet,1629371929659359242,1
1629431710361305088,Tweet-Directed,reply,,1
1629742411080511494,Tweet-Directed,quote,,1
1629742411080511494,Tweet-Directed,retweet,1629725661567778819,1
1629742411080511494,Tweet-Directed,reply,,1
1627243467654017024,Tweet-Directed,quote,,1
1627243467654017024,Tweet-Directed,retweet,1627191727692939267,1
1627243467654017024,Tweet-Directed,reply,,1
1628049429784674306,Tweet-Directed,quote,,1
1628049429784674306,Tweet-Directed,retweet,1628006019430338562,1
1628049429784674306,Tweet-Directed,reply,,1
1628856750207123457,Tweet-Directed,quote,,1
1628856750207123457,Tweet-Directed,retweet,1628854326763433986,1
1628856750207123457,Tweet-Directed,reply,,1
1627718512926916635,Tweet-Directed,quote,,1
1627718512926916635,Tweet-Directed,retweet,1627558629090942978,1
1627718512926916635,Tweet-Directed,reply,,1
1628044586844143617,Tweet-Directed,quote,,1
1628044586844143617,Tweet-Directed,retweet,1627984392051167232,1
1628044586844143617,Tweet-Directed,reply,,1
1628900435934302208,Tweet-Directed,quote,,1
1628900435934302208,Tweet-Directed,retweet,1628721670612475905,1
1628900435934302208,Tweet-Directed,reply,,1
1630187193221234691,Tweet-Directed,quote,1630169352287711233,1
1630187193221234691,Tweet-Directed,retweet,,1
1630187193221234691,Tweet-Directed,reply,,1
1629559636788477953,Tweet-Directed,quote,,1
1629559636788477953,Tweet-Directed,retweet,1629551811483893762,1
1629559636788477953,Tweet-Directed,reply,,1
1628794986467581952,Tweet-Directed,quote,1628739416066859008,1
1628794986467581952,Tweet-Directed,retweet,1628772292388855813,1
1628794986467581952,Tweet-Directed,reply,,1
1628837585861636099,Tweet-Directed,quote,1628739416066859008,1
1628837585861636099,Tweet-Directed,retweet,1628804617998925824,1
1628837585861636099,Tweet-Directed,reply,,1
1628892204281348099,Tweet-Directed,quote,1628751821010354176,1
1628892204281348099,Tweet-Directed,retweet,,1
1628892204281348099,Tweet-Directed,reply,,1
1630094260895641600,Tweet-Directed,quote,,1
1630094260895641600,Tweet-Directed,retweet,,1
1630094260895641600,Tweet-Directed,reply,1630093824973320193,1
1629438327874113536,Tweet-Directed,quote,,1
1629438327874113536,Tweet-Directed,retweet,1629429253933604865,1
1629438327874113536,Tweet-Directed,reply,,1
1627630496715882496,Tweet-Directed,quote,,1
1627630496715882496,Tweet-Directed,retweet,1627627745319571456,1
1627630496715882496,Tweet-Directed,reply,,1
1628783086526685187,Tweet-Directed,quote,1628459707751886855,1
1628783086526685187,Tweet-Directed,retweet,1628696777812594693,1
1628783086526685187,Tweet-Directed,reply,,1
1630183995672612864,Tweet-Directed,quote,,1
1630183995672612864,Tweet-Directed,retweet,1630146908810346497,1
1630183995672612864,Tweet-Directed,reply,,1
1628742909712293890,Tweet-Directed,quote,,1
1628742909712293890,Tweet-Directed,retweet,1628729604469927937,1
1628742909712293890,Tweet-Directed,reply,,1
1627938314601787395,Tweet-Directed,quote,,1
1627938314601787395,Tweet-Directed,retweet,1627701329459019782,1
1627938314601787395,Tweet-Directed,reply,,1
1627563732539678720,Tweet-Directed,quote,,1
1627563732539678720,Tweet-Directed,retweet,1627551805461655561,1
1627563732539678720,Tweet-Directed,reply,,1
1629058342780903425,Tweet-Directed,quote,,1
1629058342780903425,Tweet-Directed,retweet,1629055248617684992,1
1629058342780903425,Tweet-Directed,reply,,1
1628081055717634068,Tweet-Directed,quote,,1
1628081055717634068,Tweet-Directed,retweet,1628077785389449216,1
1628081055717634068,Tweet-Directed,reply,,1
1628305666883436550,Tweet-Directed,quote,,1
1628305666883436550,Tweet-Directed,retweet,,1
1628305666883436550,Tweet-Directed,reply,,1
1630103103469940736,Tweet-Directed,quote,1630101682213253120,1
1630103103469940736,Tweet-Directed,retweet,,1
1630103103469940736,Tweet-Directed,reply,1630098979777028097,1
1627011314785583104,Tweet-Directed,quote,,1
1627011314785583104,Tweet-Directed,retweet,,1
1627011314785583104,Tweet-Directed,reply,,1
1629630876475596800,Tweet-Directed,quote,,1
1629630876475596800,Tweet-Directed,retweet,1629555920773554176,1
1629630876475596800,Tweet-Directed,reply,,1
1629351651256545281,Tweet-Directed,quote,,1
1629351651256545281,Tweet-Directed,retweet,1629289706184638464,1
1629351651256545281,Tweet-Directed,reply,,1
1628339647758598145,Tweet-Directed,quote,,1
1628339647758598145,Tweet-Directed,retweet,1628077648072126473,1
1628339647758598145,Tweet-Directed,reply,,1
1627745350718001154,Tweet-Directed,quote,,1
1627745350718001154,Tweet-Directed,retweet,1627738140868808727,1
1627745350718001154,Tweet-Directed,reply,,1
1627248197310599171,Tweet-Directed,quote,1626982143363514376,1
1627248197310599171,Tweet-Directed,retweet,1627201757397876741,1
1627248197310599171,Tweet-Directed,reply,,1
1628115823347761152,Tweet-Directed,quote,,1
1628115823347761152,Tweet-Directed,retweet,1627884401928425474,1
1628115823347761152,Tweet-Directed,reply,,1
1628871049789022208,Tweet-Directed,quote,,1
1628871049789022208,Tweet-Directed,retweet,1628820547575468035,1
1628871049789022208,Tweet-Directed,reply,,1
1628262315006078977,Tweet-Directed,quote,,1
1628262315006078977,Tweet-Directed,retweet,1628163508369063943,1
1628262315006078977,Tweet-Directed,reply,,1
1626734535760027648,Tweet-Directed,quote,,1
1626734535760027648,Tweet-Directed,retweet,1626512389666488320,1
1626734535760027648,Tweet-Directed,reply,,1
1629602425026772994,Tweet-Directed,quote,,1
1629602425026772994,Tweet-Directed,retweet,1629583158210437122,1
1629602425026772994,Tweet-Directed,reply,,1
1626813768909856769,Tweet-Directed,quote,,1
1626813768909856769,Tweet-Directed,retweet,,1
1626813768909856769,Tweet-Directed,reply,,1
1629790204939710465,Tweet-Directed,quote,,1
1629790204939710465,Tweet-Directed,retweet,1629786719334670339,1
1629790204939710465,Tweet-Directed,reply,,1
1629602513044250626,Tweet-Directed,quote,,1
1629602513044250626,Tweet-Directed,retweet,1629508076167475200,1
1629602513044250626,Tweet-Directed,reply,,1
1629384500634439680,Tweet-Directed,quote,,1
1629384500634439680,Tweet-Directed,retweet,1628011272687038464,1
1629384500634439680,Tweet-Directed,reply,,1
1628107821249069057,Tweet-Directed,quote,,1
1628107821249069057,Tweet-Directed,retweet,1628073450047778831,1
1628107821249069057,Tweet-Directed,reply,,1
1628990518624395264,Tweet-Directed,quote,,1
1628990518624395264,Tweet-Directed,retweet,,1
1628990518624395264,Tweet-Directed,reply,,1
1628113502769451013,Tweet-Directed,quote,,1
1628113502769451013,Tweet-Directed,retweet,1628107056002498582,1
1628113502769451013,Tweet-Directed,reply,,1
1628092532084117504,Tweet-Directed,quote,,1
1628092532084117504,Tweet-Directed,retweet,1627938255013380096,1
1628092532084117504,Tweet-Directed,reply,,1
1628432293848023041,Tweet-Directed,quote,,1
1628432293848023041,Tweet-Directed,retweet,1628416067356835842,1
1628432293848023041,Tweet-Directed,reply,,1
1628042479034310658,Tweet-Directed,quote,,1
1628042479034310658,Tweet-Directed,retweet,1628036223355826178,1
1628042479034310658,Tweet-Directed,reply,,1
1630651251279929345,Tweet-Directed,quote,,1
1630651251279929345,Tweet-Directed,retweet,,1
1630651251279929345,Tweet-Directed,reply,,1
1627369144566906884,Tweet-Directed,quote,,1
1627369144566906884,Tweet-Directed,retweet,1627360890679861250,1
1627369144566906884,Tweet-Directed,reply,,1
1630326154128138241,Tweet-Directed,quote,1630290600414134273,1
1630326154128138241,Tweet-Directed,retweet,,1
1630326154128138241,Tweet-Directed,reply,,1
1629233800357064705,Tweet-Directed,quote,,1
1629233800357064705,Tweet-Directed,retweet,1629222601561149441,1
1629233800357064705,Tweet-Directed,reply,,1
1626941976242188289,Tweet-Directed,quote,,1
1626941976242188289,Tweet-Directed,retweet,1626938152999915520,1
1626941976242188289,Tweet-Directed,reply,,1
1628808994264342528,Tweet-Directed,quote,,1
1628808994264342528,Tweet-Directed,retweet,1628664620025057280,1
1628808994264342528,Tweet-Directed,reply,,1
1628795769367961600,Tweet-Directed,quote,,1
1628795769367961600,Tweet-Directed,retweet,1628485430654955521,1
1628795769367961600,Tweet-Directed,reply,,1
1630504578943705089,Tweet-Directed,quote,,1
1630504578943705089,Tweet-Directed,retweet,,1
1630504578943705089,Tweet-Directed,reply,1630504380452466688,1
1629791387909599232,Tweet-Directed,quote,1629590222831747073,1
1629791387909599232,Tweet-Directed,retweet,1629590898957860865,1
1629791387909599232,Tweet-Directed,reply,,1
1629443942453313536,Tweet-Directed,quote,1628822315604619270,1
1629443942453313536,Tweet-Directed,retweet,1629013767051702272,1
1629443942453313536,Tweet-Directed,reply,,1
1628711421289660419,Tweet-Directed,quote,,1
1628711421289660419,Tweet-Directed,retweet,1628703571687489536,1
1628711421289660419,Tweet-Directed,reply,,1
1628361957932670976,Tweet-Directed,quote,,1
1628361957932670976,Tweet-Directed,retweet,1628334559979884546,1
1628361957932670976,Tweet-Directed,reply,,1
1628986570333208576,Tweet-Directed,quote,1628847859096334340,1
1628986570333208576,Tweet-Directed,retweet,1628895996875886592,1
1628986570333208576,Tweet-Directed,reply,,1
