source,type,action,target,weight
1630539004348170243,Tweet-Directed,quote,1590788640007163905,1
1630539004348170243,Tweet-Directed,retweet,,1
1630539004348170243,Tweet-Directed,reply,,1
1628031357367767040,Tweet-Directed,quote,,1
1628031357367767040,Tweet-Directed,retweet,1627976460920057856,1
1628031357367767040,Tweet-Directed,reply,,1
1628656278456135681,Tweet-Directed,quote,,1
1628656278456135681,Tweet-Directed,retweet,,1
1628656278456135681,Tweet-Directed,reply,,1
1628370950331809792,Tweet-Directed,quote,,1
1628370950331809792,Tweet-Directed,retweet,1628359844548730883,1
1628370950331809792,Tweet-Directed,reply,,1
1628625784402321408,Tweet-Directed,quote,,1
1628625784402321408,Tweet-Directed,retweet,1628480323628531723,1
1628625784402321408,Tweet-Directed,reply,,1
1628064420130611202,Tweet-Directed,quote,,1
1628064420130611202,Tweet-Directed,retweet,1628012172340039685,1
1628064420130611202,Tweet-Directed,reply,,1
1628123522458390539,Tweet-Directed,quote,,1
1628123522458390539,Tweet-Directed,retweet,1627993465693913090,1
1628123522458390539,Tweet-Directed,reply,,1
1628646986311208960,Tweet-Directed,quote,,1
1628646986311208960,Tweet-Directed,retweet,1628364718749503489,1
1628646986311208960,Tweet-Directed,reply,,1
1629261858036228096,Tweet-Directed,quote,,1
1629261858036228096,Tweet-Directed,retweet,1629241880255889408,1
1629261858036228096,Tweet-Directed,reply,,1
1628701797383565312,Tweet-Directed,quote,,1
1628701797383565312,Tweet-Directed,retweet,1628664731157381121,1
1628701797383565312,Tweet-Directed,reply,,1
1630486734130618369,Tweet-Directed,quote,,1
1630486734130618369,Tweet-Directed,retweet,1630473485318332417,1
1630486734130618369,Tweet-Directed,reply,,1
1628461881550667777,Tweet-Directed,quote,,1
1628461881550667777,Tweet-Directed,retweet,1628350309394182145,1
1628461881550667777,Tweet-Directed,reply,,1
1628434968090234882,Tweet-Directed,quote,,1
1628434968090234882,Tweet-Directed,retweet,,1
1628434968090234882,Tweet-Directed,reply,1628429620839174145,1
1629392629610815488,Tweet-Directed,quote,,1
1629392629610815488,Tweet-Directed,retweet,1629379486868176897,1
1629392629610815488,Tweet-Directed,reply,,1
1626908608087588866,Tweet-Directed,quote,1626658362673750045,1
1626908608087588866,Tweet-Directed,retweet,1626713566157107202,1
1626908608087588866,Tweet-Directed,reply,,1
1628079929286963200,Tweet-Directed,quote,,1
1628079929286963200,Tweet-Directed,retweet,1628068575020810248,1
1628079929286963200,Tweet-Directed,reply,,1
1627032886045016065,Tweet-Directed,quote,,1
1627032886045016065,Tweet-Directed,retweet,1626985105448132614,1
1627032886045016065,Tweet-Directed,reply,,1
1628331647266430977,Tweet-Directed,quote,,1
1628331647266430977,Tweet-Directed,retweet,1628054739018559493,1
1628331647266430977,Tweet-Directed,reply,,1
1628154125480255493,Tweet-Directed,quote,,1
1628154125480255493,Tweet-Directed,retweet,1628127013771833345,1
1628154125480255493,Tweet-Directed,reply,,1
1627216089615634433,Tweet-Directed,quote,,1
1627216089615634433,Tweet-Directed,retweet,1627070134623010816,1
1627216089615634433,Tweet-Directed,reply,,1
1628508791904866306,Tweet-Directed,quote,,1
1628508791904866306,Tweet-Directed,retweet,1628492770909249536,1
1628508791904866306,Tweet-Directed,reply,,1
1627651956385763328,Tweet-Directed,quote,,1
1627651956385763328,Tweet-Directed,retweet,,1
1627651956385763328,Tweet-Directed,reply,,1
1629517213844611076,Tweet-Directed,quote,,1
1629517213844611076,Tweet-Directed,retweet,1629471717864112131,1
1629517213844611076,Tweet-Directed,reply,,1
1629451107717062657,Tweet-Directed,quote,,1
1629451107717062657,Tweet-Directed,retweet,1629442838902501378,1
1629451107717062657,Tweet-Directed,reply,,1
1627044713420275712,Tweet-Directed,quote,,1
1627044713420275712,Tweet-Directed,retweet,1627031678873919488,1
1627044713420275712,Tweet-Directed,reply,,1
1628139355578503193,Tweet-Directed,quote,,1
1628139355578503193,Tweet-Directed,retweet,,1
1628139355578503193,Tweet-Directed,reply,1628075225047871498,1
1629029931693867009,Tweet-Directed,quote,,1
1629029931693867009,Tweet-Directed,retweet,1629013872387432448,1
1629029931693867009,Tweet-Directed,reply,,1
1628610805628567552,Tweet-Directed,quote,,1
1628610805628567552,Tweet-Directed,retweet,1628466011304329222,1
1628610805628567552,Tweet-Directed,reply,,1
1626915504228118533,Tweet-Directed,quote,,1
1626915504228118533,Tweet-Directed,retweet,,1
1626915504228118533,Tweet-Directed,reply,,1
1627436039307509762,Tweet-Directed,quote,,1
1627436039307509762,Tweet-Directed,retweet,1627190861825036290,1
1627436039307509762,Tweet-Directed,reply,,1
1628465178131005444,Tweet-Directed,quote,,1
1628465178131005444,Tweet-Directed,retweet,1628460693094629377,1
1628465178131005444,Tweet-Directed,reply,,1
1627962424744718337,Tweet-Directed,quote,,1
1627962424744718337,Tweet-Directed,retweet,,1
1627962424744718337,Tweet-Directed,reply,,1
1629508957873098752,Tweet-Directed,quote,,1
1629508957873098752,Tweet-Directed,retweet,1629508076167475200,1
1629508957873098752,Tweet-Directed,reply,,1
1628794705537388545,Tweet-Directed,quote,,1
1628794705537388545,Tweet-Directed,retweet,1628728741164720145,1
1628794705537388545,Tweet-Directed,reply,,1
1628151756742971395,Tweet-Directed,quote,,1
1628151756742971395,Tweet-Directed,retweet,1628101321495543815,1
1628151756742971395,Tweet-Directed,reply,,1
1629566819785744384,Tweet-Directed,quote,,1
1629566819785744384,Tweet-Directed,retweet,1629565781322133510,1
1629566819785744384,Tweet-Directed,reply,,1
1627406121022459905,Tweet-Directed,quote,,1
1627406121022459905,Tweet-Directed,retweet,,1
1627406121022459905,Tweet-Directed,reply,1627351979184820224,1
1630182744050266113,Tweet-Directed,quote,,1
1630182744050266113,Tweet-Directed,retweet,1630131366170968072,1
1630182744050266113,Tweet-Directed,reply,,1
1628314816992407554,Tweet-Directed,quote,,1
1628314816992407554,Tweet-Directed,retweet,,1
1628314816992407554,Tweet-Directed,reply,1628305330630193152,1
1628672604373667842,Tweet-Directed,quote,,1
1628672604373667842,Tweet-Directed,retweet,1628353709754155013,1
1628672604373667842,Tweet-Directed,reply,,1
1630120085699407872,Tweet-Directed,quote,,1
1630120085699407872,Tweet-Directed,retweet,1630085353972420609,1
1630120085699407872,Tweet-Directed,reply,,1
1628461960609030144,Tweet-Directed,quote,,1
1628461960609030144,Tweet-Directed,retweet,1628416067356835842,1
1628461960609030144,Tweet-Directed,reply,,1
1629241906239619073,Tweet-Directed,quote,,1
1629241906239619073,Tweet-Directed,retweet,1629241757215981568,1
1629241906239619073,Tweet-Directed,reply,,1
1628331849461145600,Tweet-Directed,quote,,1
1628331849461145600,Tweet-Directed,retweet,1628139566400999426,1
1628331849461145600,Tweet-Directed,reply,,1
1629203361714110465,Tweet-Directed,quote,,1
1629203361714110465,Tweet-Directed,retweet,1628680661430140928,1
1629203361714110465,Tweet-Directed,reply,,1
1628285513076555776,Tweet-Directed,quote,1628257051318095872,1
1628285513076555776,Tweet-Directed,retweet,,1
1628285513076555776,Tweet-Directed,reply,,1
1627422993012994050,Tweet-Directed,quote,,1
1627422993012994050,Tweet-Directed,retweet,1627398156974424065,1
1627422993012994050,Tweet-Directed,reply,,1
1627993202291605508,Tweet-Directed,quote,,1
1627993202291605508,Tweet-Directed,retweet,,1
1627993202291605508,Tweet-Directed,reply,1627693304283336705,1
1626989642309332993,Tweet-Directed,quote,1626966996716777474,1
1626989642309332993,Tweet-Directed,retweet,,1
1626989642309332993,Tweet-Directed,reply,,1
1629423937703559168,Tweet-Directed,quote,1629382231620820994,1
1629423937703559168,Tweet-Directed,retweet,1629422795229675521,1
1629423937703559168,Tweet-Directed,reply,,1
1627579317495398401,Tweet-Directed,quote,,1
1627579317495398401,Tweet-Directed,retweet,,1
1627579317495398401,Tweet-Directed,reply,1627577610447249410,1
1626986068372340737,Tweet-Directed,quote,,1
1626986068372340737,Tweet-Directed,retweet,1626975377791803393,1
1626986068372340737,Tweet-Directed,reply,,1
1627944414000676864,Tweet-Directed,quote,,1
1627944414000676864,Tweet-Directed,retweet,1627929955945381890,1
1627944414000676864,Tweet-Directed,reply,,1
1629612432187424771,Tweet-Directed,quote,,1
1629612432187424771,Tweet-Directed,retweet,1629549691267416065,1
1629612432187424771,Tweet-Directed,reply,,1
1628026803599077376,Tweet-Directed,quote,,1
1628026803599077376,Tweet-Directed,retweet,1627996222697996288,1
1628026803599077376,Tweet-Directed,reply,,1
1629171661479022592,Tweet-Directed,quote,,1
1629171661479022592,Tweet-Directed,retweet,,1
1629171661479022592,Tweet-Directed,reply,,1
1627208126133927936,Tweet-Directed,quote,1625774152744419329,1
1627208126133927936,Tweet-Directed,retweet,1625817429455544320,1
1627208126133927936,Tweet-Directed,reply,,1
1627978130848681985,Tweet-Directed,quote,,1
1627978130848681985,Tweet-Directed,retweet,1625548693616173056,1
1627978130848681985,Tweet-Directed,reply,,1
1628462939274354691,Tweet-Directed,quote,,1
1628462939274354691,Tweet-Directed,retweet,1628350164476825601,1
1628462939274354691,Tweet-Directed,reply,,1
1628693352689418240,Tweet-Directed,quote,1628649877889581056,1
1628693352689418240,Tweet-Directed,retweet,1628667639156379653,1
1628693352689418240,Tweet-Directed,reply,,1
1627045436979568640,Tweet-Directed,quote,,1
1627045436979568640,Tweet-Directed,retweet,1626994560151830529,1
1627045436979568640,Tweet-Directed,reply,,1
1630298775850823683,Tweet-Directed,quote,,1
1630298775850823683,Tweet-Directed,retweet,1630253119815729152,1
1630298775850823683,Tweet-Directed,reply,,1
1629623711224541184,Tweet-Directed,quote,,1
1629623711224541184,Tweet-Directed,retweet,1629536983440564224,1
1629623711224541184,Tweet-Directed,reply,,1
1626917526746669057,Tweet-Directed,quote,,1
1626917526746669057,Tweet-Directed,retweet,1626909784317231104,1
1626917526746669057,Tweet-Directed,reply,,1
1627318252694122501,Tweet-Directed,quote,,1
1627318252694122501,Tweet-Directed,retweet,1627191367322546178,1
1627318252694122501,Tweet-Directed,reply,,1
1629236094649630721,Tweet-Directed,quote,,1
1629236094649630721,Tweet-Directed,retweet,1629229211289255938,1
1629236094649630721,Tweet-Directed,reply,,1
1628702531068067841,Tweet-Directed,quote,,1
1628702531068067841,Tweet-Directed,retweet,1628604266234408961,1
1628702531068067841,Tweet-Directed,reply,,1
1629481387928551426,Tweet-Directed,quote,,1
1629481387928551426,Tweet-Directed,retweet,1629477137483792386,1
1629481387928551426,Tweet-Directed,reply,,1
1628273828123090950,Tweet-Directed,quote,,1
1628273828123090950,Tweet-Directed,retweet,1628271528159715330,1
1628273828123090950,Tweet-Directed,reply,,1
1626861715341058050,Tweet-Directed,quote,1626572781801590784,1
1626861715341058050,Tweet-Directed,retweet,,1
1626861715341058050,Tweet-Directed,reply,,1
1628677284067672066,Tweet-Directed,quote,,1
1628677284067672066,Tweet-Directed,retweet,1628662602111803393,1
1628677284067672066,Tweet-Directed,reply,,1
1628516663946510338,Tweet-Directed,quote,,1
1628516663946510338,Tweet-Directed,retweet,,1
1628516663946510338,Tweet-Directed,reply,1628419016829161472,1
1628657911814623237,Tweet-Directed,quote,1628472225367052290,1
1628657911814623237,Tweet-Directed,retweet,1628648190692974596,1
1628657911814623237,Tweet-Directed,reply,,1
1626835843267665921,Tweet-Directed,quote,1626509377170509827,1
1626835843267665921,Tweet-Directed,retweet,1626621171683688452,1
1626835843267665921,Tweet-Directed,reply,,1
1629616777662541826,Tweet-Directed,quote,,1
1629616777662541826,Tweet-Directed,retweet,1629374353149157377,1
1629616777662541826,Tweet-Directed,reply,,1
1627426628891451394,Tweet-Directed,quote,,1
1627426628891451394,Tweet-Directed,retweet,1627304597785133058,1
1627426628891451394,Tweet-Directed,reply,,1
1629371818749337601,Tweet-Directed,quote,1629254886620557312,1
1629371818749337601,Tweet-Directed,retweet,1629255279270297607,1
1629371818749337601,Tweet-Directed,reply,,1
1626996562231427072,Tweet-Directed,quote,,1
1626996562231427072,Tweet-Directed,retweet,1626994560151830529,1
1626996562231427072,Tweet-Directed,reply,,1
1628329186006802432,Tweet-Directed,quote,,1
1628329186006802432,Tweet-Directed,retweet,1628310276683493376,1
1628329186006802432,Tweet-Directed,reply,,1
1629123958934056967,Tweet-Directed,quote,,1
1629123958934056967,Tweet-Directed,retweet,1628439800142233602,1
1629123958934056967,Tweet-Directed,reply,,1
1627989705986830336,Tweet-Directed,quote,,1
1627989705986830336,Tweet-Directed,retweet,,1
1627989705986830336,Tweet-Directed,reply,,1
1630506556440694790,Tweet-Directed,quote,,1
1630506556440694790,Tweet-Directed,retweet,1630505103646941184,1
1630506556440694790,Tweet-Directed,reply,,1
1629495967941644291,Tweet-Directed,quote,,1
1629495967941644291,Tweet-Directed,retweet,1629480923711283201,1
1629495967941644291,Tweet-Directed,reply,,1
1630120212140900353,Tweet-Directed,quote,,1
1630120212140900353,Tweet-Directed,retweet,,1
1630120212140900353,Tweet-Directed,reply,,1
1629049853413040134,Tweet-Directed,quote,,1
1629049853413040134,Tweet-Directed,retweet,1629032103483514880,1
1629049853413040134,Tweet-Directed,reply,,1
1629809519495634948,Tweet-Directed,quote,,1
1629809519495634948,Tweet-Directed,retweet,1629566072989921283,1
1629809519495634948,Tweet-Directed,reply,,1
1628800718906839042,Tweet-Directed,quote,1628675503975538689,1
1628800718906839042,Tweet-Directed,retweet,1628739174361665537,1
1628800718906839042,Tweet-Directed,reply,,1
1628909320195780609,Tweet-Directed,quote,,1
1628909320195780609,Tweet-Directed,retweet,1628822660061794305,1
1628909320195780609,Tweet-Directed,reply,,1
1626829165457440768,Tweet-Directed,quote,,1
1626829165457440768,Tweet-Directed,retweet,1626574096573116418,1
1626829165457440768,Tweet-Directed,reply,,1
1627620295421968386,Tweet-Directed,quote,1627571987479396354,1
1627620295421968386,Tweet-Directed,retweet,1627581969851637763,1
1627620295421968386,Tweet-Directed,reply,,1
1627310887752155140,Tweet-Directed,quote,,1
1627310887752155140,Tweet-Directed,retweet,,1
1627310887752155140,Tweet-Directed,reply,1625834242490900482,1
1629534187794341889,Tweet-Directed,quote,1629504433057943552,1
1629534187794341889,Tweet-Directed,retweet,1629519047862677504,1
1629534187794341889,Tweet-Directed,reply,,1
1628759080171892741,Tweet-Directed,quote,1628459707751886855,1
1628759080171892741,Tweet-Directed,retweet,1628696777812594693,1
1628759080171892741,Tweet-Directed,reply,,1
1628041772424200192,Tweet-Directed,quote,,1
1628041772424200192,Tweet-Directed,retweet,1628031503975215106,1
1628041772424200192,Tweet-Directed,reply,,1
1629906734016864259,Tweet-Directed,quote,,1
1629906734016864259,Tweet-Directed,retweet,,1
1629906734016864259,Tweet-Directed,reply,1629870895010394112,1
1627700099567521795,Tweet-Directed,quote,,1
1627700099567521795,Tweet-Directed,retweet,1627611002488647680,1
1627700099567521795,Tweet-Directed,reply,,1
1627777983401414670,Tweet-Directed,quote,,1
1627777983401414670,Tweet-Directed,retweet,1627774464170643476,1
1627777983401414670,Tweet-Directed,reply,,1
1629888224402239488,Tweet-Directed,quote,,1
1629888224402239488,Tweet-Directed,retweet,1629489918039801857,1
1629888224402239488,Tweet-Directed,reply,,1
1629061756810149889,Tweet-Directed,quote,,1
1629061756810149889,Tweet-Directed,retweet,1629060846738456580,1
1629061756810149889,Tweet-Directed,reply,,1
1627945771034198016,Tweet-Directed,quote,,1
1627945771034198016,Tweet-Directed,retweet,1627932945431560194,1
1627945771034198016,Tweet-Directed,reply,,1
1626828194820026368,Tweet-Directed,quote,,1
1626828194820026368,Tweet-Directed,retweet,1626658069777096709,1
1626828194820026368,Tweet-Directed,reply,,1
1627548379562508288,Tweet-Directed,quote,,1
1627548379562508288,Tweet-Directed,retweet,1627455213509435392,1
1627548379562508288,Tweet-Directed,reply,,1
1627543876734009345,Tweet-Directed,quote,,1
1627543876734009345,Tweet-Directed,retweet,1627500580389134336,1
1627543876734009345,Tweet-Directed,reply,,1
1629525880782438400,Tweet-Directed,quote,,1
1629525880782438400,Tweet-Directed,retweet,1629483952686727172,1
1629525880782438400,Tweet-Directed,reply,,1
1630334173813637122,Tweet-Directed,quote,1504566680755789824,1
1630334173813637122,Tweet-Directed,retweet,1630083375544377344,1
1630334173813637122,Tweet-Directed,reply,,1
1629890353481359361,Tweet-Directed,quote,,1
1629890353481359361,Tweet-Directed,retweet,1629888952009105412,1
1629890353481359361,Tweet-Directed,reply,,1
1627998466478682112,Tweet-Directed,quote,,1
1627998466478682112,Tweet-Directed,retweet,1627985850435862529,1
1627998466478682112,Tweet-Directed,reply,,1
1627953360090398724,Tweet-Directed,quote,,1
1627953360090398724,Tweet-Directed,retweet,1627723246467416088,1
1627953360090398724,Tweet-Directed,reply,,1
1627658883400404995,Tweet-Directed,quote,,1
1627658883400404995,Tweet-Directed,retweet,1627537890065453056,1
1627658883400404995,Tweet-Directed,reply,,1
1628389233244180483,Tweet-Directed,quote,,1
1628389233244180483,Tweet-Directed,retweet,1628355813944205313,1
1628389233244180483,Tweet-Directed,reply,,1
1627381225961754627,Tweet-Directed,quote,,1
1627381225961754627,Tweet-Directed,retweet,1627347813599264772,1
1627381225961754627,Tweet-Directed,reply,,1
1627767173530767380,Tweet-Directed,quote,,1
1627767173530767380,Tweet-Directed,retweet,1627726014510923803,1
1627767173530767380,Tweet-Directed,reply,,1
1628162283183517696,Tweet-Directed,quote,,1
1628162283183517696,Tweet-Directed,retweet,1628011802654130177,1
1628162283183517696,Tweet-Directed,reply,,1
1627208061512257537,Tweet-Directed,quote,1626982143363514376,1
1627208061512257537,Tweet-Directed,retweet,1627204920716795906,1
1627208061512257537,Tweet-Directed,reply,,1
1630500398313119744,Tweet-Directed,quote,,1
1630500398313119744,Tweet-Directed,retweet,1630095110854565895,1
1630500398313119744,Tweet-Directed,reply,,1
1627217778666098688,Tweet-Directed,quote,,1
1627217778666098688,Tweet-Directed,retweet,1627202406495780867,1
1627217778666098688,Tweet-Directed,reply,,1
1629628618778320896,Tweet-Directed,quote,,1
1629628618778320896,Tweet-Directed,retweet,1629623080585764865,1
1629628618778320896,Tweet-Directed,reply,,1
1630072180275855361,Tweet-Directed,quote,,1
1630072180275855361,Tweet-Directed,retweet,1629963994944421891,1
1630072180275855361,Tweet-Directed,reply,,1
1626865186014433284,Tweet-Directed,quote,,1
1626865186014433284,Tweet-Directed,retweet,1626584388212510728,1
1626865186014433284,Tweet-Directed,reply,,1
1628106654926372864,Tweet-Directed,quote,,1
1628106654926372864,Tweet-Directed,retweet,1627922489970925569,1
1628106654926372864,Tweet-Directed,reply,,1
1629139424704606210,Tweet-Directed,quote,,1
1629139424704606210,Tweet-Directed,retweet,1629066212998057988,1
1629139424704606210,Tweet-Directed,reply,,1
1627281622113320961,Tweet-Directed,quote,,1
1627281622113320961,Tweet-Directed,retweet,,1
1627281622113320961,Tweet-Directed,reply,1627275445132566535,1
1630529941962883074,Tweet-Directed,quote,,1
1630529941962883074,Tweet-Directed,retweet,1630491338658709504,1
1630529941962883074,Tweet-Directed,reply,,1
1627238404747325443,Tweet-Directed,quote,,1
1627238404747325443,Tweet-Directed,retweet,1627237938139484163,1
1627238404747325443,Tweet-Directed,reply,,1
1627444347024158720,Tweet-Directed,quote,1627220375611244544,1
1627444347024158720,Tweet-Directed,retweet,1627310154340335619,1
1627444347024158720,Tweet-Directed,reply,,1
1627542486745767938,Tweet-Directed,quote,,1
1627542486745767938,Tweet-Directed,retweet,1627420160821796864,1
1627542486745767938,Tweet-Directed,reply,,1
1626879607310884867,Tweet-Directed,quote,,1
1626879607310884867,Tweet-Directed,retweet,,1
1626879607310884867,Tweet-Directed,reply,1625389899347107840,1
1626940811945607169,Tweet-Directed,quote,,1
1626940811945607169,Tweet-Directed,retweet,1626847679329320960,1
1626940811945607169,Tweet-Directed,reply,,1
1629935312993501187,Tweet-Directed,quote,1629402968163270657,1
1629935312993501187,Tweet-Directed,retweet,1629752111343837187,1
1629935312993501187,Tweet-Directed,reply,,1
1626869576867713024,Tweet-Directed,quote,,1
1626869576867713024,Tweet-Directed,retweet,1626830164641345538,1
1626869576867713024,Tweet-Directed,reply,,1
1629033263909019648,Tweet-Directed,quote,,1
1629033263909019648,Tweet-Directed,retweet,1628817874222546945,1
1629033263909019648,Tweet-Directed,reply,,1
1628437555455614978,Tweet-Directed,quote,,1
1628437555455614978,Tweet-Directed,retweet,1628437465995304961,1
1628437555455614978,Tweet-Directed,reply,,1
1627773283704754182,Tweet-Directed,quote,,1
1627773283704754182,Tweet-Directed,retweet,1627716988507127821,1
1627773283704754182,Tweet-Directed,reply,,1
1627700175035678721,Tweet-Directed,quote,,1
1627700175035678721,Tweet-Directed,retweet,1627561693713928193,1
1627700175035678721,Tweet-Directed,reply,,1
1628749668053123072,Tweet-Directed,quote,,1
1628749668053123072,Tweet-Directed,retweet,1628662798287765505,1
1628749668053123072,Tweet-Directed,reply,,1
1628529369613230101,Tweet-Directed,quote,,1
1628529369613230101,Tweet-Directed,retweet,1628449415588454402,1
1628529369613230101,Tweet-Directed,reply,,1
1629275478350606336,Tweet-Directed,quote,,1
1629275478350606336,Tweet-Directed,retweet,1629218315229855744,1
1629275478350606336,Tweet-Directed,reply,,1
1628983856043794432,Tweet-Directed,quote,,1
1628983856043794432,Tweet-Directed,retweet,1628854996199415819,1
1628983856043794432,Tweet-Directed,reply,,1
1627186846273794049,Tweet-Directed,quote,,1
1627186846273794049,Tweet-Directed,retweet,1627113199580446720,1
1627186846273794049,Tweet-Directed,reply,,1
1628795330304024576,Tweet-Directed,quote,,1
1628795330304024576,Tweet-Directed,retweet,1628675767193182209,1
1628795330304024576,Tweet-Directed,reply,,1
1630216563407171585,Tweet-Directed,quote,,1
1630216563407171585,Tweet-Directed,retweet,1627934832079605761,1
1630216563407171585,Tweet-Directed,reply,,1
1628165085616119811,Tweet-Directed,quote,,1
1628165085616119811,Tweet-Directed,retweet,1628148542693949440,1
1628165085616119811,Tweet-Directed,reply,,1
1627580426595303425,Tweet-Directed,quote,,1
1627580426595303425,Tweet-Directed,retweet,1627578363425574912,1
1627580426595303425,Tweet-Directed,reply,,1
1627267450726232064,Tweet-Directed,quote,,1
1627267450726232064,Tweet-Directed,retweet,,1
1627267450726232064,Tweet-Directed,reply,1627267305204768769,1
1629733840846479366,Tweet-Directed,quote,,1
1629733840846479366,Tweet-Directed,retweet,1629719020726255618,1
1629733840846479366,Tweet-Directed,reply,,1
1629200511973969924,Tweet-Directed,quote,,1
1629200511973969924,Tweet-Directed,retweet,1629006468681814019,1
1629200511973969924,Tweet-Directed,reply,,1
1629186656732413952,Tweet-Directed,quote,,1
1629186656732413952,Tweet-Directed,retweet,1629186465367265283,1
1629186656732413952,Tweet-Directed,reply,,1
1628084407515983887,Tweet-Directed,quote,,1
1628084407515983887,Tweet-Directed,retweet,1611407425139269635,1
1628084407515983887,Tweet-Directed,reply,,1
1626820262678102016,Tweet-Directed,quote,,1
1626820262678102016,Tweet-Directed,retweet,1626708111120531456,1
1626820262678102016,Tweet-Directed,reply,,1
1629049980739805184,Tweet-Directed,quote,,1
1629049980739805184,Tweet-Directed,retweet,1629048316007686146,1
1629049980739805184,Tweet-Directed,reply,,1
1629015224484257794,Tweet-Directed,quote,,1
1629015224484257794,Tweet-Directed,retweet,1629002309765107713,1
1629015224484257794,Tweet-Directed,reply,,1
1629061836246065153,Tweet-Directed,quote,,1
1629061836246065153,Tweet-Directed,retweet,1629060330960699393,1
1629061836246065153,Tweet-Directed,reply,,1
1628376437836361728,Tweet-Directed,quote,,1
1628376437836361728,Tweet-Directed,retweet,1628375598853758977,1
1628376437836361728,Tweet-Directed,reply,,1
1627595762824540165,Tweet-Directed,quote,,1
1627595762824540165,Tweet-Directed,retweet,1627595025340137474,1
1627595762824540165,Tweet-Directed,reply,,1
1627770601761918983,Tweet-Directed,quote,,1
1627770601761918983,Tweet-Directed,retweet,1627729597319024643,1
1627770601761918983,Tweet-Directed,reply,,1
1628058603264278528,Tweet-Directed,quote,,1
1628058603264278528,Tweet-Directed,retweet,,1
1628058603264278528,Tweet-Directed,reply,1627898906263552000,1
1629077308614008834,Tweet-Directed,quote,,1
1629077308614008834,Tweet-Directed,retweet,,1
1629077308614008834,Tweet-Directed,reply,1628826284414337028,1
1629416558941306881,Tweet-Directed,quote,,1
1629416558941306881,Tweet-Directed,retweet,,1
1629416558941306881,Tweet-Directed,reply,,1
1628734738583154688,Tweet-Directed,quote,1628696777812594693,1
1628734738583154688,Tweet-Directed,retweet,1628703489164558337,1
1628734738583154688,Tweet-Directed,reply,,1
1628765714046763014,Tweet-Directed,quote,1628763731139125250,1
1628765714046763014,Tweet-Directed,retweet,,1
1628765714046763014,Tweet-Directed,reply,,1
1628424666313379841,Tweet-Directed,quote,,1
1628424666313379841,Tweet-Directed,retweet,1628407515212877824,1
1628424666313379841,Tweet-Directed,reply,,1
1628827110784618498,Tweet-Directed,quote,,1
1628827110784618498,Tweet-Directed,retweet,1628817717057802242,1
1628827110784618498,Tweet-Directed,reply,,1
1628244675365568516,Tweet-Directed,quote,1626967594501562374,1
1628244675365568516,Tweet-Directed,retweet,1628074279978905603,1
1628244675365568516,Tweet-Directed,reply,,1
1628898140131676160,Tweet-Directed,quote,,1
1628898140131676160,Tweet-Directed,retweet,1628896255588945922,1
1628898140131676160,Tweet-Directed,reply,,1
1626954191640862722,Tweet-Directed,quote,,1
1626954191640862722,Tweet-Directed,retweet,1626251975477104645,1
1626954191640862722,Tweet-Directed,reply,,1
1626893858389868544,Tweet-Directed,quote,,1
1626893858389868544,Tweet-Directed,retweet,1626688253477756932,1
1626893858389868544,Tweet-Directed,reply,,1
1629013141970464769,Tweet-Directed,quote,,1
1629013141970464769,Tweet-Directed,retweet,1628826284414337028,1
1629013141970464769,Tweet-Directed,reply,,1
1627115658667237378,Tweet-Directed,quote,,1
1627115658667237378,Tweet-Directed,retweet,1627060372669894656,1
1627115658667237378,Tweet-Directed,reply,,1
1628177081971494912,Tweet-Directed,quote,,1
1628177081971494912,Tweet-Directed,retweet,,1
1628177081971494912,Tweet-Directed,reply,1628038048154808323,1
1629571548913844225,Tweet-Directed,quote,,1
1629571548913844225,Tweet-Directed,retweet,1629555279074295809,1
1629571548913844225,Tweet-Directed,reply,,1
1628148066468470785,Tweet-Directed,quote,,1
1628148066468470785,Tweet-Directed,retweet,1628108719492825134,1
1628148066468470785,Tweet-Directed,reply,,1
1629012020124155904,Tweet-Directed,quote,,1
1629012020124155904,Tweet-Directed,retweet,,1
1629012020124155904,Tweet-Directed,reply,1628085124435783690,1
1629609337445396480,Tweet-Directed,quote,,1
1629609337445396480,Tweet-Directed,retweet,1629514258844209160,1
1629609337445396480,Tweet-Directed,reply,,1
1629103928452284416,Tweet-Directed,quote,,1
1629103928452284416,Tweet-Directed,retweet,1628881315851280390,1
1629103928452284416,Tweet-Directed,reply,,1
1629427060920729601,Tweet-Directed,quote,,1
1629427060920729601,Tweet-Directed,retweet,1629400357058015232,1
1629427060920729601,Tweet-Directed,reply,,1
1627194654629285892,Tweet-Directed,quote,,1
1627194654629285892,Tweet-Directed,retweet,1627072500806062086,1
1627194654629285892,Tweet-Directed,reply,,1
1627691596224335872,Tweet-Directed,quote,1627690866906214400,1
1627691596224335872,Tweet-Directed,retweet,,1
1627691596224335872,Tweet-Directed,reply,,1
1627700570789117955,Tweet-Directed,quote,,1
1627700570789117955,Tweet-Directed,retweet,1627698645758889987,1
1627700570789117955,Tweet-Directed,reply,,1
1626971375410851840,Tweet-Directed,quote,,1
1626971375410851840,Tweet-Directed,retweet,1626959896498343938,1
1626971375410851840,Tweet-Directed,reply,,1
1628664018960367618,Tweet-Directed,quote,,1
1628664018960367618,Tweet-Directed,retweet,,1
1628664018960367618,Tweet-Directed,reply,,1
1628047660333649920,Tweet-Directed,quote,,1
1628047660333649920,Tweet-Directed,retweet,1628040140345028608,1
